airbnb_property_id,rating,bathrooms,title,occ,bedrooms,accommodates,adr,revenue,reviews,homeaway_property_id,longitude,latitude,m_homeaway_property_id,property_type,id,room_type,platforms__airbnb_property_id,platforms__homeaway_property_id,listings_returned,area_info__geom__|,area_info__geom__|__country,area_info__geom__|__state,area_info__geom__|__city
31440629,null,1,NEW LISTING!!! 2 Bedroom in a great neighborhood.,0.0909091,2,6,168.491,168.491,0,null,-122.77736,49.17881,null,Guest suite,12117192,Entire home/apt,31440629,null,,,,,
17792317,10,2.5,Crescent Beach home,0.688312,2,4,208.42,11046.3,3,null,-122.88285,49.05383,null,Chalet,5536681,Entire home/apt,17792317,null,,,,,
12364739,9.9,1,Secluded one bed private suite,0.479554,1,4,115.055,14842.1,34,null,-122.73255,49.18884,851208vb,Guesthouse,2322954,Entire home/apt,12364739,851208vb,,,,,
9094213,9.4,2,Entire house with WiFi and cable,0.574661,3,6,197.976,25142.9,16,null,-122.80379,49.11115,null,House,1604180,Entire home/apt,9094213,null,,,,,
32228274,9.4,1,Amazing View Furnished Apartment,0.979592,1,4,90.5921,4348.42,21,null,-122.851,49.19785,null,Apartment,12326369,Entire home/apt,32228274,null,,,,,
32674574,null,2,#207- New Townhouse with New furniture,0.433333,4,8,275.6,3582.8,0,null,-122.86596,49.16321,null,Townhouse,12605494,Entire home/apt,32674574,null,,,,,
18797385,9.2,1,Charming Guesthouse in Surrey Central,0.770492,2,5,62.4923,2937.14,26,null,-122.86962,49.18332,4528233,Guesthouse,6050162,Entire home/apt,18797385,4528233,,,,,
24374718,9.9,2.5,Bright and Modern 3br. Townhouse Surrey Centre,0.797048,3,8,190.052,41051.2,30,null,-122.85432,49.1916,null,Condominium,9152780,Entire home/apt,24374718,null,,,,,
102887155,0,1,Four Points by Sheraton Surrey,0.5,0,2,223.756,2013.81,0,4892991,-122.7841,49.19177,null,Hotel,102887155,Entire home/apt,null,4892991,,,,,
26555456,10,2.5,Luxury villa with heatable pool,0.756098,4,14,214.88,46628.9,49,null,-122.70996,49.10007,null,House,10326643,Entire home/apt,26555456,null,,,,,
14341542,9.2,1,"BIG KITCHEN, CHIC ISLAND, CLOSE TO SHOPS",0.803828,3,5,146.619,24632.1,43,null,-122.77966,49.03737,967783vb,Apartment,4576795,Entire home/apt,14341542,967783vb,,,,,
25816961,9.3,1,Cozy 2 bedroom basement suite with full kitchen,0.904437,2,8,95.7793,25381.5,89,null,-122.86535,49.20452,null,House,9692478,Entire home/apt,25816961,null,,,,,
32069603,9,1,Surrey Center Sweet Condo,0.526316,1,3,115.383,3461.48,4,null,-122.85452,49.18648,null,Condominium,12367680,Entire home/apt,32069603,null,,,,,
26719187,8.6,1,Spacious Suite in a Quiet Neightborhood,0.756757,1,6,66.193,1853.4,10,null,-122.78072,49.20627,null,Guest suite,10221816,Entire home/apt,26719187,null,,,,,
26479078,9.2,2,A whole house for your privacy in fleetwood Surrey,0.82906,3,6,107.494,20853.8,40,null,-122.76529,49.15097,null,Townhouse,10201234,Entire home/apt,26479078,null,,,,,
26088079,null,1,Deluxe two room suite!,1,1,2,98.7359,2369.66,4,null,-122.89586,49.18531,null,Apartment,9907576,Entire home/apt,26088079,null,,,,,
3544196,0,2.5,Luxurious Private /Secure Custom Built Villa 4 You,0.727273,5,8,234.371,1874.97,0,null,-122.7953,49.05389,969227vb,House,6086815,Entire home/apt,3544196,969227vb,,,,,
11612397,9.4,1,Modern private 1 bedroom suite,0.774892,1,2,95.4093,17078.3,46,null,-122.80873,49.16715,null,Guest suite,5941571,Entire home/apt,11612397,null,,,,,
12683338,10,1,Sunny 2 Bedroom spacious suite.,0.715026,2,4,133.406,18410,4,null,-122.76688,49.17439,null,Apartment,2412445,Entire home/apt,12683338,null,,,,,
19552598,9.9,1,Beautiful Modern Oceanside Large Private Suite,0.916667,1,4,193.391,10636.5,17,null,-122.7694,49.02021,null,Guest suite,6646299,Entire home/apt,19552598,null,,,,,
4352104,9.7,2,Furnished 2 Bdrm Apt - Guildford Mall,0.862069,2,2,77.2633,3863.17,31,null,-122.79594,49.1932,null,Apartment,1134756,Entire home/apt,4352104,null,,,,,
30958235,9,1,"Two Bedroom, One Living Room Suite (New Update)",0.589744,2,6,72.2022,1660.65,2,null,-122.77837,49.18518,null,Guest suite,11927759,Entire home/apt,30958235,null,,,,,
100349348,10,1,Top View-2Bdr-1300sqft Private Suite - Surrey,0.335664,2,6,159.014,15265.3,10,4220748,-122.7819954,49.20716743,null,House,100349348,Entire home/apt,null,4220748,,,,,
21738508,10,7,Mansion on the water with Incredible views,0.299169,5,16,1286.32,138923,25,null,-122.83446,49.06677,1228945vb,House,7810385,Entire home/apt,21738508,1228945vb,,,,,
20152813,9.7,2,All Season Nest - 3 bedroom designer Bungalow,0.75974,4,12,189.367,44311.8,73,null,-122.82565,49.03734,null,House,7543105,Entire home/apt,20152813,null,,,,,
14914142,9.9,1,Comfortable and Cozy 2br. Suite,0.955224,2,6,76.2423,4879.51,18,null,-122.85838,49.1984,null,Guest suite,4311778,Entire home/apt,14914142,null,,,,,
33100364,10,1,Cozy,0.2,1,2,60.6568,667.225,2,null,-122.81016,49.16906,null,House,12665071,Entire home/apt,33100364,null,,,,,
21013515,9.5,2,_____,0.75,3,4,194.141,13395.7,12,null,-122.83941,49.04678,null,House,7509279,Entire home/apt,21013515,null,,,,,
15069731,9.5,1,Spacious 2 large BR Suite @Guildford sprt entry,0.536697,2,5,110.841,12968.4,112,null,-122.8143,49.1955,null,Guest suite,3938092,Entire home/apt,15069731,null,,,,,
32721845,null,1,Home sweet Home,0.0655738,1,3,65.0376,260.15,0,null,-122.87245,49.1839,null,House,12503047,Entire home/apt,32721845,null,,,,,
17642684,9.7,1,Rest in Nest - Family Suite w/ own entrance,0.888136,1,4,67.9521,17803.5,100,null,-122.81724,49.11098,null,Guest suite,5662377,Entire home/apt,17642684,null,,,,,
101775212,0,3.5,Modern Home in Cloverdale,0.485106,5,16,384.621,43846.8,0,4705653,-122.7516965,49.118826,null,House,101775212,Entire home/apt,null,4705653,,,,,
32667664,null,4,Brand New centrally air-conditioned home skytrain,0.583333,4,8,306.596,10730.9,1,null,-122.8548,49.19653,null,House,12580566,Entire home/apt,32667664,null,,,,,
13194133,8.5,1,BASIC SUITE • 2 BR • 1 BATH • HUGE BACKYARD,0.850498,2,10,84.8985,21734,66,null,-122.81541,49.20138,null,Guest suite,2817325,Entire home/apt,13194133,null,,,,,
18227955,9.2,3.5,Beautiful & Spacious Home - The Perfect Solution,0.690196,4,16,362.762,63846.1,36,null,-122.84372,49.11308,1356979vb,House,5920915,Entire home/apt,18227955,1356979vb,,,,,
100758436,0,1.5,Immaculate  travelers Home stay  for 4 plus!,0.546729,2,6,128.353,15017.3,0,899550vb,-122.8099238,49.18172437,null,House,100758436,Entire home/apt,null,899550vb,,,,,
25286328,9.1,1,Times Bay,0.310345,2,3,123.361,3330.73,7,null,-122.77814,49.02104,null,Guest suite,9604066,Entire home/apt,25286328,null,,,,,
15875503,9.7,1,Private and Spacious - 2 Bedroom Suite,0.773771,2,4,88.8663,20972.4,64,null,-122.8459,49.12535,null,Guest suite,4820202,Entire home/apt,15875503,null,,,,,
33981527,null,1,"Eclectic condo, centrally located",0.357143,1,2,90.3113,903.113,0,null,-122.6897,49.11865,null,Condominium,13185549,Entire home/apt,33981527,null,,,,,
5360461,9.5,1,2 BEDROOM SUITE IN HOUSE,0.745902,2,5,90.6964,8253.38,42,null,-122.84293,49.16981,null,Guest suite,1134663,Entire home/apt,5360461,null,,,,,
13261279,9.3,3.5,Modern 2-level Home Cloverdale BC,0.489297,5,16,319.67,51147.2,27,null,-122.72448,49.12046,null,House,7026331,Entire home/apt,13261279,null,,,,,
27768961,9.2,1,Precious Joy  home,0.58547,1,2,69.0789,9463.82,27,null,-122.80668,49.20128,null,Guesthouse,10677419,Entire home/apt,27768961,null,,,,,
13223873,9.9,1,"LARGE Suite + PrivTV Rm, FULL Kitch & Priv Laundry",0.689119,1,2,82.0616,10914.2,73,null,-122.8126,49.0624,null,Guest suite,4627766,Entire home/apt,13223873,null,,,,,
101603801,0,1,Beautiful Private Suite in the Basement of a Delightful Single Family Home,0.493377,1,4,133.617,19908.9,0,4606894,-122.7328073,49.1885577,null,House,101603801,Entire home/apt,null,4606894,,,,,
100364404,8,1,"Safe, Clean, Green and Friendly",0.451087,3,6,125.569,10422.2,2,4269414,-122.7760169,49.1422376,null,House,100364404,Entire home/apt,null,4269414,,,,,
17157171,null,1,Modern Luxury Condo in the Heart of Cloverdale,1,1,2,78.1799,234.54,1,null,-122.73118,49.10714,null,Condominium,6944184,Entire home/apt,17157171,null,,,,,
2583785,9.9,1,Stylish & Spotless in South Surrey _ White Rock!,0.818182,1,2,78.2174,8447.48,23,null,-122.81192,49.06181,4336098,Guest suite,1134239,Entire home/apt,2583785,4336098,,,,,
3128924,9.5,1,Home Away from Home 2 Bedroom Suite,0.535714,2,4,170.693,5120.79,8,null,-122.81251,49.0644,null,Place,1135533,Entire home/apt,3128924,null,,,,,
14070623,null,1,White Rock suite sleeps 1-4. Two blocks to Ocean!,0.163934,1,4,58.635,586.35,2,null,-122.85936,49.02838,null,Guest suite,4517491,Entire home/apt,14070623,null,,,,,
102966170,0,2.5,WHITE ROCK LUXURY 3 BDRM  DELUXE SUITES IN B&B WITH POOL & CLOSE TO BEACHES ,0.491803,3,8,408.962,12268.9,0,1589282vb,-122.846335,49.035161,null,Bed And Breakfast,102966170,Entire home/apt,null,1589282vb,,,,,
28103195,10,1,"Cosy and Quiet Upper Level, 3 bedroom house",0.513636,3,6,112.558,12719.1,4,null,-122.86188,49.18994,null,House,10835233,Entire home/apt,28103195,null,,,,,
24716036,9.4,1,Cozy Private Suite With 2 Bedrooms!______,0.408654,2,5,143.769,12220.3,29,null,-122.79373,49.14616,null,Guest suite,10022827,Entire home/apt,24716036,null,,,,,
12609662,9.4,1,Home away from home,0.932515,1,4,85.5492,13003.5,50,null,-122.84314,49.19874,null,Apartment,2336613,Entire home/apt,12609662,null,,,,,
30038272,6,1,newly renovated apartment,0.688889,1,3,59.1785,1834.53,2,null,-122.84716,49.19989,null,Apartment,12632622,Entire home/apt,30038272,null,,,,,
17513562,10,1,Beautiful Creekside B&B in Fraser Heights Village,0.603306,2,5,154.458,11275.4,10,null,-122.78145,49.19628,4205643,Guest suite,5264134,Entire home/apt,17513562,4205643,,,,,
20931023,9.9,1,Studio-Surrey Center,0.875,0,2,88.7441,22363.5,32,null,-122.85295,49.18823,null,Condominium,7343439,Entire home/apt,20931023,null,,,,,
103059494,0,1,Cozy one bedroom with shared bathroom.,0.704918,1,2,33.8236,1454.42,0,7558931,-122.7436754,49.06049811,null,House,103059494,Entire home/apt,null,7558931,,,,,
19893164,9.9,3.5,Brand new house close to beach and USA boarder I,0.367816,4,10,456.359,43810.4,30,null,-122.77725,49.03328,null,House,6793690,Entire home/apt,19893164,null,,,,,
18814781,9.8,1,Clean and comfy~Home away from home in White Rock,0.547872,1,4,124.939,12868.7,58,null,-122.86465,49.02969,null,Guest suite,6055474,Entire home/apt,18814781,null,,,,,
33837288,null,1,"____,____",1,1,3,125.357,2131.08,0,null,-122.84999,49.19051,null,Apartment,13093071,Entire home/apt,33837288,null,,,,,
32668545,null,1,Fraser Heights  2 bedrooms suite No.2,0.730769,2,3,110.53,2100.07,0,null,-122.78429,49.19974,null,Guest suite,12582459,Entire home/apt,32668545,null,,,,,
14385255,9.2,1,Spacious Two Bedroom Suite in Quiet Neighbourhood,0.666667,2,5,90.4202,17903.2,24,null,-122.76516,49.19922,null,Guest suite,3674909,Entire home/apt,14385255,null,,,,,
23357359,8,1,"""Feel At Home"" Surrey/Vancouver, Ca",0.695652,2,5,129.654,8297.86,3,null,-122.83017,49.16919,4869226,House,8661948,Entire home/apt,23357359,4869226,,,,,
102966266,0,3.5,Surrey BC doesn’t allow short term rental. Please complain. ,0.737705,7,14,596.354,26835.9,0,7626222,-122.6990112,49.12917529,null,House,102966266,Entire home/apt,null,7626222,,,,,
31074577,8,3.5,Large Modern 5-Bedroom House,0.680412,5,16,257.986,17027.1,6,null,-122.72238,49.18224,null,House,11981007,Entire home/apt,31074577,null,,,,,
20483467,9.8,1,Modern 2 Bedroom Suite - 10 Min Walk to Skytrain,0.743478,2,4,103.877,17763,34,null,-122.8387,49.20126,null,Guest suite,7097155,Entire home/apt,20483467,null,,,,,
24853762,9.5,1,Country Living In The City with Horses,0.759036,2,6,101.644,19210.7,25,null,-122.68174,49.03196,null,Farm stay,9395316,Entire home/apt,24853762,null,,,,,
102756790,0,2.5,Spacious and beautiful Townhome,0.653543,3,10,225.429,18710.6,0,1467098vb,-122.8286396,49.11061731,null,House,102756790,Entire home/apt,null,1467098vb,,,,,
102465194,0,4.5,5bdr+4.5bath Renovated House in Surrey,0.309623,5,10,783.694,57993.3,0,7190123,-122.7592304,49.19367231,null,House,102465194,Entire home/apt,null,7190123,,,,,
28478087,8.3,1,Brand new and private home in metro Vancouver!,0.278302,2,5,161.66,9537.95,7,null,-122.83832,49.20355,null,Guest suite,10962483,Entire home/apt,28478087,null,,,,,
15149952,8.8,1,Cozy 2 Bedroom Suite,0.752613,2,4,93.4253,20179.9,110,null,-122.80665,49.20356,null,Guest suite,3965994,Entire home/apt,15149952,null,,,,,
29948894,null,1,Bright and private coach house,0.459016,2,2,109.351,6123.65,0,null,-122.76462,49.05037,null,Guesthouse,11497852,Entire home/apt,29948894,null,,,,,
22916152,null,2.5,Spacious rooms,1,3,7,196.259,6869.05,0,null,-122.77549,49.20164,null,Villa,11864785,Entire home/apt,22916152,null,,,,,
16058548,9.8,1,Bright and Spacious One Bedroom Condo in DT Surrey,0.890566,1,2,102.431,24173.8,64,null,-122.8366,49.17969,null,Apartment,4736277,Entire home/apt,16058548,null,,,,,
25474487,9.3,1,Surrey central lovely 2bdr mountain views 1parking,0.4375,2,4,149.067,8347.73,6,null,-122.84264,49.19746,null,Apartment,11570565,Entire home/apt,25474487,null,,,,,
33995779,null,1,CLAYTON COACH HOUSE,0.321429,1,4,106.636,959.726,0,null,-122.68453,49.12472,null,House,13144993,Entire home/apt,33995779,null,,,,,
21400313,9.6,1.5,Luxurious 3-bedroom Suite,0.693498,3,8,157.551,35291.5,66,null,-122.86973,49.18512,null,Apartment,7624690,Entire home/apt,21400313,null,,,,,
21125853,9.3,4,CASA DE MOUNTAIN VIEW,0.674923,4,10,234.169,51048.8,63,null,-122.86464,49.20383,null,House,7395292,Entire home/apt,21125853,null,,,,,
13202689,8.2,1,2 Bedroom Suite in Surrey,0.898551,2,5,89.4852,5548.08,9,null,-122.84064,49.17023,null,Guest suite,3082050,Entire home/apt,13202689,null,,,,,
33758217,10,1,Private 2 BR  suite -full kitchen & washer dryer,0.380952,2,4,84.9196,679.357,1,null,-122.69548,49.12474,null,House,13097555,Entire home/apt,33758217,null,,,,,
17983158,9.4,1,Cozy Bungalow the perfect getaway,0.281437,1,2,82.6826,3886.08,13,null,-122.79879,49.0433,null,Guest suite,5675051,Entire home/apt,17983158,null,,,,,
19345008,8.5,1,White Rock Guest Suite,0.913386,2,4,113.261,13138.3,4,null,-122.81168,49.03628,null,Guest suite,6484430,Entire home/apt,19345008,null,,,,,
10811828,9.8,1.5,Crescent Beach Oasis,0.582474,2,4,185.907,21007.5,35,null,-122.88122,49.05261,null,Guest suite,1717702,Entire home/apt,10811828,null,,,,,
15471877,10,1,Modern 2br. Suite w/ Nice Backyard,0.759259,2,2,79.2429,9746.88,21,null,-122.85621,49.19987,null,House,4479747,Entire home/apt,15471877,null,,,,,
14715267,10,1,"Bright,quiet Family friendly Suite, South Surrey",0.489712,2,4,153.698,18290.1,79,null,-122.74369,49.00786,null,Guest suite,3784173,Entire home/apt,14715267,null,,,,,
29758563,9,2,"Brand New, Fully Furnished Town House #209",0.526316,4,8,255.635,10225.4,4,null,-122.86831,49.16215,null,Townhouse,11486950,Entire home/apt,29758563,null,,,,,
27237078,9.8,1,Newly renovated & super spacious 2 bedroom suite,0.572727,2,6,99.1584,12494,26,null,-122.79458,49.06415,null,House,10508905,Entire home/apt,27237078,null,,,,,
27955429,10,1,Spacious Guest Suite in Brand New Home,0.825871,2,4,125.463,20826.9,29,null,-122.77431,49.04838,null,Guest suite,10811210,Entire home/apt,27955429,null,,,,,
27261921,9.4,1,Private 2 Bedroom Suite,0.831325,2,4,113.636,7840.91,7,null,-122.71917,49.1038,null,Guest suite,10429869,Entire home/apt,27261921,null,,,,,
102106213,10,1,2-Bedroom Suite in Acreage Home Close to Highway Room #2,0.647343,1,2,68.2817,9149.75,1,1254072vb,-122.7542643,49.19539482,null,House,102106213,Entire home/apt,null,1254072vb,,,,,
13208308,9.8,1,"Top View, Private 2-bedroom-Suite, FraserHeights",0.456395,2,6,146.212,22955.2,32,null,-122.78447,49.21152,null,House,2927743,Entire home/apt,13208308,null,,,,,
33171544,10,2.5,3bdrm townhouse. easy access to anywhere in town!,0.222222,3,5,152.428,1829.14,1,null,-122.71287,49.12964,null,Townhouse,12862097,Entire home/apt,33171544,null,,,,,
25673728,9.8,2,Gorgeous 2 Bedroom home Close to all amenities.,0.584229,2,5,178.671,29123.4,25,null,-122.75865,49.0738,null,House,9664211,Entire home/apt,25673728,null,,,,,
11478225,9.8,1,"Upscale, Clean and Modern Suite",0.848214,0,4,70.7947,13451,140,null,-122.76466,49.1103,null,Guest suite,1934911,Entire home/apt,11478225,null,,,,,
27906769,null,8,Luxury Villa with Ocean View,0.11,5,15,1012.79,11140.6,0,null,-122.8642,49.05275,null,Villa,10719494,Entire home/apt,27906769,null,,,,,
25099188,9.7,1,Warm House,0.45092,1,2,66.0486,9709.14,44,null,-122.69584,49.12693,null,House,9503083,Entire home/apt,25099188,null,,,,,
2026837,9.8,1,Unique Garden Suite ~ Surrey,0.651685,1,1,71.7269,12480.5,152,null,-122.84993,49.1162,null,Guest suite,1134165,Entire home/apt,2026837,null,,,,,
28031775,10,1,Heavenly HideAway,0.851695,1,3,167.19,33605.2,11,null,-122.84961,49.19026,null,Condominium,10800125,Entire home/apt,28031775,null,,,,,
100293739,8,4,"Cozy, family-friendly house sleeps 10! Convenient Location",0.329949,5,10,610.737,39697.9,6,3962572,-122.7893799,49.1893341,null,House,100293739,Entire home/apt,null,3962572,,,,,
100671316,10,2,Lovely 2 Bedroom 1.5 Bathroom Cloverdale Basement Suite Located In Safe-Nice Are,0.312727,2,4,169.197,14550.9,19,751408vb,-122.7095283,49.12520438,null,House,100671316,Entire home/apt,null,751408vb,,,,,
21274947,10,2.5,A quiet oasis centrally located.,0.875,4,6,223.082,3123.15,1,null,-122.82404,49.03367,null,House,7830601,Entire home/apt,21274947,null,,,,,
14763131,9.8,1,"Zebra Inn -Upscale, modern & clean 2 bedroom suite",0.639752,2,4,100.414,10342.7,67,null,-122.68847,49.12599,null,Apartment,3901643,Entire home/apt,14763131,null,,,,,
25089073,9.9,1,"Brand new modern ,cozy and clean 3 bedroom suite!",0.696429,3,6,147.982,28856.5,40,null,-122.77923,49.05183,null,Guest suite,9657548,Entire home/apt,25089073,null,,,,,
24666416,9,2.5,Brand New Luxury Executive Home,0.323529,2,4,284.372,9384.29,4,null,-122.76259,49.03975,null,House,10549287,Entire home/apt,24666416,null,,,,,
21703110,8.5,2.5,Family vacation house in WhiteRock/South Surrey,0.437931,4,9,239.783,30452.4,28,null,-122.86449,49.04087,null,House,10101120,Entire home/apt,21703110,null,,,,,
27469499,9.6,2,Beautiful and Quiet 3 Bedroom 2 Washroom House,0.464789,3,6,207.077,20500.7,22,null,-122.87191,49.18311,null,House,10529454,Entire home/apt,27469499,null,,,,,
33101510,10,1,Jane's new  cozy suite,0.7,2,4,92.8146,3248.51,2,null,-122.82061,49.1428,null,House,12719582,Entire home/apt,33101510,null,,,,,
19136797,9.9,1,"Luxury Guesthouse , White Rock, S/Surrey",0.678125,1,2,139.526,30277.2,88,null,-122.82692,49.06562,null,Guesthouse,6342970,Entire home/apt,19136797,null,,,,,
28442160,9.9,1,"Surrey, Fraser Heights spacious private suite",0.913793,1,4,56.9691,12077.5,91,null,-122.75944,49.20018,null,Guest suite,10951580,Entire home/apt,28442160,null,,,,,
17757,9.8,2.5,Luxury Home w/Tennis Court/Hot Tub/BBQ/Pitch&Putt,0.535088,4,10,320.94,39154.7,24,null,-122.76523,49.05318,null,House,674577,Entire home/apt,17757,null,,,,,
17546444,9.7,1,Cozy 2 Bedroom Self-Contained Suite,0.777778,2,4,92.1184,16765.6,46,null,-122.75888,49.1067,null,Apartment,5461373,Entire home/apt,17546444,null,,,,,
22988174,9.8,1.5,My spacious 3 Bedroom suite in the heart of Surrey,0.655303,3,8,150.68,26067.6,30,null,-122.8509,49.17796,null,Apartment,8441647,Entire home/apt,22988174,null,,,,,
27474062,9.5,1.5,Convenient & Bright.3 BR. Home with  private entry,0.54,3,6,126.456,10242.9,8,null,-122.81432,49.18923,null,House,11127586,Entire home/apt,27474062,null,,,,,
25520637,10,1.5,12437 Surrey your Travel home,0.347561,3,6,147.894,8429.95,3,null,-122.87706,49.12974,null,House,9719835,Entire home/apt,25520637,null,,,,,
103059472,0,1,One large bedroom with shared bathroom,0.672131,1,2,41.3256,1694.35,0,7558928,-122.73658,49.05938167,null,House,103059472,Entire home/apt,null,7558928,,,,,
31714431,9.8,2,Cambridge Heights  - A HOME AWAY FROM HOME,0.59,3,7,148.295,8749.41,9,null,-122.80875,49.1127,null,House,12243852,Entire home/apt,31714431,null,,,,,
32112861,10,1,private Two Bedrooms Suite for family,0.262295,2,4,199.325,3189.2,4,null,-122.83847,49.20314,null,Guest suite,12439657,Entire home/apt,32112861,null,,,,,
31238723,null,1.5,NEW Luxury Guildhouse  2 Bedroom Apartment,1,2,6,151.343,2724.17,0,null,-122.81064,49.18614,null,Apartment,12063241,Entire home/apt,31238723,null,,,,,
26690840,8.7,1,CLAYTON HOME,0.875,2,4,108.388,6069.73,17,null,-122.68588,49.1262,null,Guest suite,10201232,Entire home/apt,26690840,null,,,,,
22442254,9.2,1,Standard studio Suite,0.77381,0,3,61.4241,11977.7,96,null,-122.75971,49.15625,null,Guest suite,8142672,Entire home/apt,22442254,null,,,,,
15509491,9.7,3,My Lovely Loft 4 Beds/3 Baths Surrey Central,0.764526,4,8,296.723,74180.6,117,null,-122.84702,49.17683,4333875,Loft,4579300,Entire home/apt,15509491,4333875,,,,,
22862165,8,1,Central Surrey 2 Bedroom Suite,0.746988,2,5,86.6589,5372.85,3,null,-122.84206,49.17033,null,Guest suite,8337292,Entire home/apt,22862165,null,,,,,
29011300,10,1,Tu Casa,0.431034,1,2,88.2625,4413.12,1,null,-122.76591,49.04429,1454127vb,Guest suite,11237281,Entire home/apt,29011300,1454127vb,,,,,
30318462,null,1,"Cute, Cozy and Convenient all in Clayton (Surrey)",0.869565,2,4,76.6298,3065.19,0,null,-122.69714,49.12455,null,Guest suite,11707593,Entire home/apt,30318462,null,,,,,
19961918,8.9,4.5,"Luxury New House & Suite, near WhiteRock US Border",0.60241,6,16,493.612,24680.6,13,null,-122.78756,49.03273,null,Villa,6839317,Entire home/apt,19961918,null,,,,,
102966218,0,2,White Rock Luxury 3 Bedroom Private Suites all on 1 Floor!,0.0333333,3,8,471.775,471.775,0,7661570,-122.846335,49.035161,null,House,102966218,Entire home/apt,null,7661570,,,,,
32290854,8.7,1,Cloverdale Coach House\nBeautiful British Columbia.,0.754098,1,2,78.8832,3628.63,3,null,-122.68674,49.12409,null,Guest suite,12477090,Entire home/apt,32290854,null,,,,,
24740189,8.8,1,_____________South Surrey/whiteRock 3BR unit,0.69697,3,6,81.3446,13096.5,39,null,-122.77985,49.05194,null,Guest suite,9323009,Entire home/apt,24740189,null,,,,,
906091,9.3,1,1 bdrm suite by the forest in city,0.885714,1,2,45.2644,1403.2,41,null,-122.81723,49.21042,null,Apartment,1133987,Entire home/apt,906091,null,,,,,
21251236,10,1,1 bed room  apartment  building close skytrain new,0.418919,1,2,137.184,8505.44,2,null,-122.84193,49.18335,null,Condominium,7511618,Entire home/apt,21251236,null,,,,,
102271952,10,2.5,Beautiful Family Home in the Vancouver Area (Fleetwood),0.571429,5,15,377.645,4531.74,1,1330934vb,-122.7971943,49.1621752,null,House,102271952,Entire home/apt,null,1330934vb,,,,,
19328694,9.3,1,Clean And Spacious Suite Back To Greenbelt,0.913295,2,4,87.7263,13860.8,26,null,-122.79419,49.07041,null,House,6695000,Entire home/apt,19328694,null,,,,,
24857217,9.7,3.5,Spacious and cosy family home,0.631579,4,10,389.411,37383.5,14,null,-122.80076,49.13052,null,House,9392563,Entire home/apt,24857217,null,,,,,
25510250,9.6,2.5,Convenient and comfortable Townhouse,0.847222,3,5,187.605,11443.9,5,null,-122.79858,49.05216,null,Townhouse,9656041,Entire home/apt,25510250,null,,,,,
100792258,10,2,"Beach life at Sea Horse Cottage, Crescent Beach, near White Rock",0.808594,2,4,183.312,37945.6,10,966841vb,-122.8851,49.054331,null,House,100792258,Entire home/apt,null,966841vb,,,,,
21298660,9,1,C & F 2 Bedrooms Decent Suite,0.665236,2,4,83.2586,12905.1,68,null,-122.78488,49.16801,null,House,7561556,Entire home/apt,21298660,null,,,,,
25084637,9.5,1,M&M,0.55102,1,4,92.7243,15021.3,30,null,-122.79072,49.0364,null,Guest suite,9587978,Entire home/apt,25084637,null,,,,,
16847287,9.6,1,URBAN FOREST SUITE,0.649057,2,6,88.6656,15250.5,80,null,-122.77338,49.14632,null,Guest suite,5355569,Entire home/apt,16847287,null,,,,,
19684547,9.2,1,Beautiful 1 bedroom apartment w/ STUNNING VIEWS,0.75,1,2,126.95,4189.37,5,null,-122.85058,49.19226,null,Loft,6674742,Entire home/apt,19684547,null,,,,,
25207453,9.6,1,Cute Surrey one-Bedroom Unit,0.766129,1,2,66.758,6342.01,22,null,-122.79404,49.20679,null,Guest suite,9555219,Entire home/apt,25207453,null,,,,,
16110923,10,1,COZY STUDIO,1,1,4,48.5255,970.51,5,null,-122.84224,49.20092,null,Condominium,5682763,Entire home/apt,16110923,null,,,,,
7150617,9.8,1,Modern Private Suite With View,0.554745,1,2,130.182,9893.81,25,null,-122.76074,49.1441,null,Guest suite,1135146,Entire home/apt,7150617,null,,,,,
8460213,10,1,Executive @ King George Station Surrey,0.966667,1,2,98.12,2845.48,6,null,-122.84319,49.18315,null,Apartment,5752796,Entire home/apt,8460213,null,,,,,
16999289,9.6,1,"Cheetah Inn - Modern, clean & bright",0.646465,1,2,73.3569,9389.68,46,null,-122.68704,49.12548,null,Apartment,5297170,Entire home/apt,16999289,null,,,,,
16755872,9.4,1,Tina's Suite,0.81672,1,2,69.2698,17594.5,92,null,-122.79562,49.15781,null,Guest suite,5104226,Entire home/apt,16755872,null,,,,,
14635,null,null,Olympic Condo Sleeps 6!,0.344086,0,3,269.839,8634.84,0,null,-122.80321,49.05604,null,Home/apt,6080260,Entire home/apt,14635,null,,,,,
17418231,9.9,1,Entire studio- Fleetwood and Guildford,0.792208,0,2,52.3041,9571.65,51,null,-122.79664,49.17158,null,House,5944385,Entire home/apt,17418231,null,,,,,
22191184,6,1,"Stylish, Large, Open 3 Bdr Top Floor-3min to beach",0.917647,3,6,153.068,23878.6,1,null,-122.7895,49.03929,null,Apartment,8024368,Entire home/apt,22191184,null,,,,,
29564129,10,2.5,New! _5BR Family Fiesta Home_ -Introductory Prices,0.641176,5,16,150.807,16438,21,null,-122.75586,49.10767,null,House,11410852,Entire home/apt,29564129,null,,,,,
11210688,9.7,2,MODERN 2bedrm 2bathrm basement suit:NEAR SKYTRAIN1,0.874525,2,6,102.243,23516,53,null,-122.84803,49.20544,null,House,1804918,Entire home/apt,11210688,null,,,,,
